mxene_type,electrolyte,areal_capacitance_mf_cm2,volumetric_capacitance_f_cm3,specific_capacitance_f_g,ssa_m2_g,annealing_temperature_c,scan_rate_mv_s,current_density_a_g,cycling_stability,num_cycles,synthesis_method,source_filename,paper_doi,paper_title,extraction_timestamp,model_used
Ti3C2,1 M LiOH,,,2270.0,,,1.0,,,,microwave-assisted and sequential spin coating,Tailoring MXene Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and,Tailoring MXene Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and,Tailoring MXene/Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and Supercapacitor Applications,2026-03-08T15:48:18.760030,gemini-3.1-pro-preview
Ti3C2,1 M LiOH,,,743.0,,,10.0,,,,microwave-assisted and sequential spin coating,Tailoring MXene Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and,Tailoring MXene Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and,Tailoring MXene/Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and Supercapacitor Applications,2026-03-08T15:48:18.760032,gemini-3.1-pro-preview
Ti3C2,1 M LiOH,,,280.0,,,20.0,,82.89,5000.0,microwave-assisted and sequential spin coating,Tailoring MXene Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and,Tailoring MXene Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and,Tailoring MXene/Nickel Cobalt Phosphate Composite for Enhanced Electrochromic and Supercapacitor Applications,2026-03-08T15:48:18.760033,gemini-3.1-pro-preview
Ti3C2Tx,,27.0,,,,,,,100.0,10000.0,spray coating,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760035,gemini-3.1-pro-preview
MXene,,27.29,,,,,,,,,vacuum-assisted filtration and laser engraving,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760036,gemini-3.1-pro-preview
MXene/graphene hybrid,,372.2,,,,,,,,,wet spinning,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760038,gemini-3.1-pro-preview
Ti3C2,,0.283,,,,,,,,,dip-coating and mechanical etching,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760039,gemini-3.1-pro-preview
MXene,,,563.0,,,,,,,,additive-free direct printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760040,gemini-3.1-pro-preview
MXene,,2100.0,,,,,,,90.0,10000.0,freeze-drying,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760041,gemini-3.1-pro-preview
MXene/EP,,69.5,,,,,,,,,electropolymerization,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760043,gemini-3.1-pro-preview
MXene,,1100.0,,,,,,,,,screen printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760044,gemini-3.1-pro-preview
MXene/CNT,,317.0,,,,,,,,,FIB technique,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760045,gemini-3.1-pro-preview
MXene-10,,,,372.0,,,,,95.0,5000.0,vacuum filtration,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760047,gemini-3.1-pro-preview
MXene/BC composite,,111.5,,,,,,,,5000.0,laser engraving,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760050,gemini-3.1-pro-preview
MXene/SiC heterostructure,,97.8,,,,,,,90.0,10000.0,ionization bombardment,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760051,gemini-3.1-pro-preview
MXene/MPF composite,,,,326.1,,,,,,30000.0,,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760053,gemini-3.1-pro-preview
MXene/CNF/PC composite,,143.0,,,,,,,,,,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760054,gemini-3.1-pro-preview
MXene/BC@PPy,,388.0,,,,,,,95.8,25000.0,,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760055,gemini-3.1-pro-preview
MXene and V2O5,PAM hydrogel,129.0,,,,,10.0,,77.0,10000.0,electrodeposition,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760056,gemini-3.1-pro-preview
MXene (crumpled),,185.0,,,,,,,,,,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760058,gemini-3.1-pro-preview
MXene,,2337.0,,,,,5.0,,93.1,10000.0,3D printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760059,gemini-3.1-pro-preview
MXene/CNT,,,,421.0,,,,,86.0,,directional freeze drying,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760063,gemini-3.1-pro-preview
MXene/graphene,,,,393.0,,,,,,30000.0,self-assembly with Zn template,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760064,gemini-3.1-pro-preview
Ni-MOF/MXene,,,,76.19,,,,,,,folic acid-assisted solvothermal,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760066,gemini-3.1-pro-preview
MXene/ZIF-67/CoV2O6,,,,285.5,,,,,,,in-situ growth/ion-exchange,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760067,gemini-3.1-pro-preview
MXene/NiCo ZIF-67,,,,877.0,,,,,93.3,30000.0,alkali treatment,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760068,gemini-3.1-pro-preview
MXene/FeNi LDH,,,,,,,,,88.0,10000.0,hydrothermal,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760069,gemini-3.1-pro-preview
MXene/trimetallic LDH,,,,906.0,,,,,,10000.0,electrostatic self-assembly,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760071,gemini-3.1-pro-preview
ternary LDH-MXene,,,,1102.9,,,,,,5000.0,,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760072,gemini-3.1-pro-preview
MXene-COF,,,,787.0,,,,,,,microfluid-assisted,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760073,gemini-3.1-pro-preview
COF/MXene,,,,390.0,,,,,,,cation-driven self-assembly,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760075,gemini-3.1-pro-preview
COF-MXene heterostructure,,,,290.0,,,,,,,,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760076,gemini-3.1-pro-preview
MXene/PEDOT:PSS,PVA-H3PO4 gel,3.1,,,,,,,,,spin coating,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760077,gemini-3.1-pro-preview
MXene/PEDOT:PSS (tartaric acid),,4.272,,,,,,,,,spray coating,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760078,gemini-3.1-pro-preview
PANI-MXene,,,,645.7,,,,,98.0,10000.0,self-assembly,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760080,gemini-3.1-pro-preview
PVA/BC/MXene composite,,3948.0,,,,,,,120.0,10000.0,direction freeze drying,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760081,gemini-3.1-pro-preview
MXene,,,676.0,,,,,,,20000.0,spin casting,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760082,gemini-3.1-pro-preview
MXene-NiCo LDH,,136900.0,,,,,,,74.2,,electrostatic layer-by-layer assembly,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760083,gemini-3.1-pro-preview
MXene/bentonite,,22.8,,,,,,,,,,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760085,gemini-3.1-pro-preview
MXene,PU-encapsulated,73.6,,,,,,,87.5,5000.0,spray coating and laser engraving,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760086,gemini-3.1-pro-preview
MXene/SA/PVA,NaCl,130.8,,,,,,,,,,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760087,gemini-3.1-pro-preview
Ti3C2Tx,PVA-H2SO4 gel,294.0,,,,,,,98.0,10000.0,thermal inkjet printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760089,gemini-3.1-pro-preview
Ti3C2Tx,,57.0,,,,,,,93.7,10000.0,stamping,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760090,gemini-3.1-pro-preview
Ti3C2Tx (HF-etched),1M H2SO4,6.2,,,,,,,,,Meyer rod coating and laser scribing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760091,gemini-3.1-pro-preview
Ti3C2Tx (clay-type),1M H2SO4,25.0,,,,,,,,,Meyer rod coating and laser scribing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760092,gemini-3.1-pro-preview
MXene/BP composite,PVA-H2SO4 gel,,,448.43,,,,,91.74,10000.0,self-assembly and laser engraving,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760094,gemini-3.1-pro-preview
N-doped MXene,PVA-H2SO4 gel,70.1,,,,,,,92.0,7000.0,extrusion printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760095,gemini-3.1-pro-preview
s-DWCNT/MXene,PVA-H2SO4 gel,317.0,,,,,,,32.8,,FIB technique,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760096,gemini-3.1-pro-preview
EG:MXene composite,PVA/H3PO4 gel,3.26,184.0,,,,,,82.0,2500.0,spray coating,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760098,gemini-3.1-pro-preview
MXene,Water in LiBr,4000.0,,,,,,,96.0,10000.0,3D printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760102,gemini-3.1-pro-preview
Ti2VC2,1M H2SO4,,,518.0,,,100.0,,93.0,20000.0,ultrasound-assisted,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760103,gemini-3.1-pro-preview
Surface functionalized MXene (MXene-C),,68.0,,,,,,,97.0,10000.0,3D printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760104,gemini-3.1-pro-preview
P NiS/N-MX//rGO,,,429.0,,,,,,,,inkjet printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760106,gemini-3.1-pro-preview
defect-rich N-doped MXene QD,,,33.1,,,,,,,10000.0,mask-assisted printing,mxene_structural_electrochemical_microsupercapacitors,mxene_structural_electrochemical_microsupercapacitors,"Advances in structural engineering and electrochemical insights of MXene-based derivates for Next Generation Micro-Supercapacitor with Tuneable Ink, Microelectrode Design, and Scalable Manufacturing strategies",2026-03-08T15:48:18.760107,gemini-3.1-pro-preview
V2NTx,3.5 M KOH,,,112.8,,,,,96.0,10000.0,Selective etching of Al from V2AlN using LiF-HCl followed by DMSO delamination,new-method-for-the-synthesis-of-2d-vanadium-nitride-(mxene)-and-its-application-as-a-supercapacitor-electrode,new-method-for-the-synthesis-of-2d-vanadium-nitride-(mxene)-and-its-application-as-a-supercapacitor-electrode,New Method for the Synthesis of 2D Vanadium Nitride (MXene) and Its Application as a Supercapacitor Electrode,2026-03-08T15:48:18.760108,gemini-3.1-pro-preview
V2NTx,3.5 M KOH,,,25.3,,,,,,,Selective etching of Al from V2AlN using LiF-HCl followed by DMSO delamination,new-method-for-the-synthesis-of-2d-vanadium-nitride-(mxene)-and-its-application-as-a-supercapacitor-electrode,new-method-for-the-synthesis-of-2d-vanadium-nitride-(mxene)-and-its-application-as-a-supercapacitor-electrode,New Method for the Synthesis of 2D Vanadium Nitride (MXene) and Its Application as a Supercapacitor Electrode,2026-03-08T15:48:18.760110,gemini-3.1-pro-preview
